locality,lon,lat,Age,region,Country,group.name
Mount Capriolo (Piedmont),11.07867457,45.5923179,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Murcia,-1.129922428,37.99216268,pre-evaporitic Messinian,Western Mediterranean,Spain,ostracods
Murcia,-1.129922428,37.99216268,Tortonian,Western Mediterranean,Spain,echinoids
Murcia,-1.129922428,37.99216268,Tortonian,Western Mediterranean,Spain,ostracods
Murdjadjo,-0.798898418,35.68692982,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Murdjadjo,-0.798898418,35.68692982,pre-evaporitic Messinian,Western Mediterranean,Algeria,fish
Mussotto,8.017095836,44.71436718,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Mussotto,8.017095836,44.71436718,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
Mussotto,8.017095836,44.71436718,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Myra-1 core (Levant),33.80946417,32.03833488,pre-evaporitic Messinian,Eastern Mediterranean,offshore,nanoplankton
Nabeul,10.7358551,36.45225585,Zanclean,Eastern Mediterranean,Tunisia,sharks
Narzole (Piedmont),7.870622402,44.59424149,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Narzole (Piedmont),7.870622402,44.59424149,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,gastropods
Narzole (Piedmont),7.870622402,44.59424149,Zanclean,Po Plain-Northern Adriatic,Italy,benthic_foraminifera
Narzole (Piedmont),7.870622402,44.59424149,Zanclean,Po Plain-Northern Adriatic,Italy,nanoplankton
Narzole (Piedmont),7.870622402,44.59424149,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Narzole (Piedmont),7.870622402,44.59424149,Zanclean,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
NE Morocco,-2.544343597,34.97524468,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
NE Morocco,-2.544343597,34.97524468,Tortonian,Western Mediterranean,Morocco,bivalves
Nerja (Malaga),-3.87296209,36.75667284,Zanclean,Western Mediterranean,Spain,bivalves
Nesher (Haifa),35.04892276,32.76498326,Zanclean,Eastern Mediterranean,Israel,bivalves
Nicosia (Enna_Sicily),14.3954151,37.74690277,Tortonian,Eastern Mediterranean,Italy,corals
Nijar Basin,-2.206691265,36.96612096,pre-evaporitic Messinian,Western Mediterranean,Spain,benthic_foraminifera
Nijar Basin,-2.206691265,36.96612096,pre-evaporitic Messinian,Western Mediterranean,Spain,bivalves
Nijar Basin,-2.206691265,36.96612096,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
Nijar Basin,-2.206691265,36.96612096,Tortonian,Western Mediterranean,Spain,corals
Nijar Basin,-2.206691265,36.96612096,Zanclean,Western Mediterranean,Spain,planktic_foraminifera
Nizza Monferrato (Asti),8.358304392,44.7741419,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Nizza Monferrato (Asti),8.358304392,44.7741419,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Nocella (Palermo),13.07365003,38.08489424,Zanclean,Eastern Mediterranean,Italy,bivalves
Nocella (Palermo),13.07365003,38.08489424,Zanclean,Eastern Mediterranean,Italy,gastropods
North Arbaa,-4.085540785,34.97262566,pre-evaporitic Messinian,Western Mediterranean,Morocco,planktic_foraminifera
North Arbaa,-4.085540785,34.97262566,Tortonian,Western Mediterranean,Morocco,planktic_foraminifera
North coast of Ibiza,1.518771094,39.1117678,Tortonian,Western Mediterranean,Spain,corals
North of Souk el Khemis (Beni Ouarsous),-1.616755659,35.13816395,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Northern Italy,9.263573548,45.59523877,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Northern Italy,9.263573548,45.59523877,Tortonian,Po Plain-Northern Adriatic,Italy,fish
Northern Italy,9.263573548,45.59523877,Tortonian,Po Plain-Northern Adriatic,Italy,sharks
Northern Italy,9.263573548,45.59523877,Zanclean,Po Plain-Northern Adriatic,Italy,corals
Nugola,10.44411323,43.5794868,pre-evaporitic Messinian,Western Mediterranean,Italy,fish
Ofaqim & Pattish Fort,34.63778853,31.30830578,pre-evaporitic Messinian,Eastern Mediterranean,Israel,corals
Oran,-0.635047412,35.69997105,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Oran,-0.635047412,35.69997105,pre-evaporitic Messinian,Western Mediterranean,Algeria,echinoids
Oran,-0.635047412,35.69997105,pre-evaporitic Messinian,Western Mediterranean,Algeria,marine_mammals
Orciano (Pisa),10.51035699,43.494502,Zanclean,Western Mediterranean,Italy,gastropods
Orciano (Pisa),10.51035699,43.494502,Zanclean,Western Mediterranean,Italy,marine_mammals
Ortabag (Susuz Dag_Kasaba Basin),29.78703533,36.43219345,Tortonian,Eastern Mediterranean,Turkey,corals
Ortatepe,28.77281181,37.3789525,Zanclean,Eastern Mediterranean,Turkey,planktic_foraminifera
Otranto Pietra Leccese,18.48523423,40.14444291,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Otrusevac (Samobora),15.49181844,45.74811944,Tortonian,Po Plain-Northern Adriatic,Croatia,marine_mammals
Ouarsenis (Pont du Caid_Chelif Basin),1.616675075,35.86667079,Tortonian,Western Mediterranean,Algeria,corals
Oued Akrech (Rabat),-5.703039488,35.55317662,Tortonian,Western Mediterranean,Morocco,corals
Oued Bou Regreg (Rabat),-5.593176211,35.06906287,Tortonian,Western Mediterranean,Morocco,corals
Oued Derdoussa,0.324726999,36.01851358,Zanclean,Western Mediterranean,Algeria,planktic_foraminifera
Oued Hamouziine (Taza_Guercif Basin),-3.390569685,34.21179839,Tortonian,Western Mediterranean,Morocco,corals
Oued Kell (Sais Basin),-4.767015332,34.01088561,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Oued Kell (Sais Basin),-4.767015332,34.01088561,Tortonian,Western Mediterranean,Morocco,bivalves
Oued Madhouma (Sais Basin),-4.931810247,33.83767814,Tortonian,Western Mediterranean,Morocco,bivalves
Oued Medouar (Melilla),-2.971305977,35.29622873,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Oued Sidi Medioni (SE Cap Figalo),-1.191841023,35.56768226,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Oued Sidi Messaoud (Kebdana North),6.426744789,36.48110419,Tortonian,Western Mediterranean,Morocco,corals
Oued Trifa (Boudinar Basin),-3.701019,35.107552,pre-evaporitic Messinian,Western Mediterranean,Morocco,bivalves
Oued Trifa (Boudinar Basin),-3.701019,35.107552,Zanclean,Western Mediterranean,Morocco,bivalves
Oued Zitoune (Sais Basin),9.380306104,37.0494113,Tortonian,Western Mediterranean,Morocco,bivalves
Oujda,-1.899925569,34.68329507,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Ouled Ben Adda Plateau (Ain Temouchent),-1.171512895,35.28704925,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Ouled Sidi Bou Azza (Ain Temouchent),-1.168766313,35.27864151,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
P. Maiata (Sicily),13.4815676,37.28733999,Zanclean,Eastern Mediterranean,Italy,dinocysts
Pachiammos (Crete),25.80499559,35.10944313,Zanclean,Eastern Mediterranean,Greece,planktic_foraminifera
Pachino (Sicily),15.09128865,36.71531833,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Padron (Malaga),-5.129684206,36.45830087,Zanclean,Western Mediterranean,Spain,bivalves
Padron (Malaga),-5.129684206,36.45830087,Zanclean,Western Mediterranean,Spain,gastropods
Palermo (Sicily),13.3651828,38.11567648,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Palermo (Sicily),13.3651828,38.11567648,Tortonian,Eastern Mediterranean,Italy,corals
Palmi (Reggio_Calabria),15.84641482,38.35775129,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Palmi (Reggio_Calabria),15.84641482,38.35775129,Tortonian,Eastern Mediterranean,Italy,corals
Panagia (Gavdos),24.10085106,34.83999298,Tortonian,Eastern Mediterranean,Greece,corals
Panasos (Crete),25.046389,35.198056,pre-evaporitic Messinian,Eastern Mediterranean,Greece,nanoplankton
Panasos (Crete),25.046389,35.198056,Tortonian,Eastern Mediterranean,Greece,bivalves
Panasos (Crete),25.046389,35.198056,Tortonian,Eastern Mediterranean,Greece,corals
Panasos (Crete),25.046389,35.198056,Tortonian,Eastern Mediterranean,Greece,gastropods
Panasos (Crete),25.046389,35.198056,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Panasos (Crete),25.046389,35.198056,Tortonian,Eastern Mediterranean,Greece,nanoplankton
Panasos 2 (Crete),24.98111756,35.13078962,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Pantano (Modena),10.51410161,44.47106378,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Papaglionti (Vibo Valentia_Calabria),16.01609207,38.6433578,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Papiol (Catalonia),2.010166787,41.43820197,Zanclean,Western Mediterranean,Spain,fish
Parma,10.32762828,44.80158958,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Parma,10.32762828,44.80158958,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Parque Antena (Estepona_Malaga),-5.063045002,36.45500149,Zanclean,Western Mediterranean,Spain,bivalves
Parque Antena (Estepona_Malaga),-5.063045002,36.45500149,Zanclean,Western Mediterranean,Spain,gastropods
Partira (Crete),25.22566567,35.11832392,Tortonian,Eastern Mediterranean,Greece,gastropods
Patella (Crete),24.92181331,35.20074063,Tortonian,Eastern Mediterranean,Greece,gastropods
Patella (Crete),24.92181331,35.20074063,Tortonian,Eastern Mediterranean,Greece,scaphopod_chitons_cephalopods
Pavigliana (Calabria),15.72116147,38.10790137,Zanclean,Eastern Mediterranean,Italy,bivalves
Pecetto di Valenza,8.670371587,44.98850621,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Penon de Almayate,4.118611,36.719444,Zanclean,Western Mediterranean,Spain,ostracods
Perales (Sorbas Basin),-2.050799878,37.09203227,pre-evaporitic Messinian,Western Mediterranean,Spain,nanoplankton
Perales (Sorbas Basin),-2.050799878,37.09203227,pre-evaporitic Messinian,Western Mediterranean,Spain,planktic_foraminifera
Pesio (Cuneo),7.888859969,44.46670234,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,gastropods
Pesio (Cuneo),7.888859969,44.46670234,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Petralia (Caltanisetta Basin_Sicily),14.099897,37.794697,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Piacenza,9.69263877,45.05231798,Zanclean,Po Plain-Northern Adriatic,Italy,sharks
Piedmont,7.689316387,45.12504219,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Piedmont,7.689316387,45.12504219,Zanclean,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Pietra di Bismantova (Castelnuovo dei Monti),10.41370388,44.42142801,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Pietrasecca,13.12478405,42.13475407,pre-evaporitic Messinian,Western Mediterranean,Italy,planktic_foraminifera
Pietrasecca,13.12478405,42.13475407,Tortonian,Western Mediterranean,Italy,planktic_foraminifera
Pino d'Asti (Piedmont),7.985561252,45.05858712,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
Pisa,10.4013858,43.72287509,Zanclean,Western Mediterranean,Italy,sharks
Piskopiano (Crete),25.383056,35.333611,pre-evaporitic Messinian,Eastern Mediterranean,Greece,nanoplankton
Piskopiano (Crete),25.383056,35.333611,Tortonian,Eastern Mediterranean,Greece,nanoplankton
Piskopiano (Crete),25.383056,35.333611,Zanclean,Eastern Mediterranean,Greece,nanoplankton
Pissavacca (Valsugana),12.369778,45.747183,Tortonian,Po Plain-Northern Adriatic,Italy,bivalves
Pissavacca (Valsugana),12.369778,45.747183,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Pissouri,32.667222,34.669167,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,benthic_foraminifera
Pissouri,32.667222,34.669167,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,bivalves
Pissouri,32.667222,34.669167,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,fish
Pissouri,32.667222,34.669167,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,gastropods
Pissouri,32.667222,34.669167,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,nanoplankton
Pissouri,32.667222,34.669167,pre-evaporitic Messinian,Eastern Mediterranean,Cyprus,planktic_foraminifera
Pissouri,32.667222,34.669167,Tortonian,Eastern Mediterranean,Cyprus,benthic_foraminifera
Pissouri,32.667222,34.669167,Tortonian,Eastern Mediterranean,Cyprus,bivalves
Pissouri,32.667222,34.669167,Tortonian,Eastern Mediterranean,Cyprus,gastropods
Pissouri,32.667222,34.669167,Tortonian,Eastern Mediterranean,Cyprus,nanoplankton
Pissouri,32.667222,34.669167,Tortonian,Eastern Mediterranean,Cyprus,planktic_foraminifera
Pissouri,32.667222,34.669167,Zanclean,Eastern Mediterranean,Cyprus,planktic_foraminifera
Pitsidia (Crete),24.78001373,35.01596753,Tortonian,Eastern Mediterranean,Greece,bivalves
Plakiotissa (Crete),25.15336194,35.06191205,Tortonian,Eastern Mediterranean,Greece,bivalves
Plakiotissa (Crete),25.15336194,35.06191205,Tortonian,Eastern Mediterranean,Greece,gastropods
Plananzia (Sardinia),8.952481501,39.93903938,Tortonian,Western Mediterranean,Italy,corals
Podere delle Vopaie (Tuscany),11.38031748,43.51611935,Zanclean,Western Mediterranean,Italy,marine_mammals
Podere Lucciolabella (Tuscany),11.755833,43.034333,Zanclean,Western Mediterranean,Italy,marine_mammals
Poggio alle Mura (Siena),11.39775778,42.97954472,Zanclean,Western Mediterranean,Italy,bivalves
Poggio alle Mura (Siena),11.39775778,42.97954472,Zanclean,Western Mediterranean,Italy,gastropods
Polis,32.42540528,35.03565792,Zanclean,Eastern Mediterranean,Cyprus,fish
Pollenzo (Piedmont),7.895768213,44.68676449,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,nanoplankton
Pollenzo (Piedmont),7.895768213,44.68676449,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,planktic_foraminifera
Ponsano (Tuscany),10.98500997,43.36153132,Tortonian,Western Mediterranean,Italy,bivalves
Ponsano (Tuscany),10.98500997,43.36153132,Tortonian,Western Mediterranean,Italy,marine_mammals
Ponsano (Tuscany),10.98500997,43.36153132,Tortonian,Western Mediterranean,Italy,sharks
Pont de Saboune (Sebaa Chioukh),-1.35860548,35.15620669,pre-evaporitic Messinian,Western Mediterranean,Algeria,corals
Ponte Ginori,10.74371117,43.33526643,pre-evaporitic Messinian,Western Mediterranean,Italy,ostracods
Ponte Ginori,10.74371117,43.33526643,Zanclean,Western Mediterranean,Italy,ostracods
Popogna (Livorno),10.33429253,43.52323138,pre-evaporitic Messinian,Western Mediterranean,Italy,bivalves
Popogna (Livorno),10.33429253,43.52323138,pre-evaporitic Messinian,Western Mediterranean,Italy,corals
Popogna (Livorno),10.33429253,43.52323138,pre-evaporitic Messinian,Western Mediterranean,Italy,gastropods
Popogna (Livorno),10.33429253,43.52323138,Tortonian,Western Mediterranean,Italy,corals
Portacomaro d'Asti (Sabbie d'Asti_Piedmont),8.251464549,44.95694725,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Portinatx (Ibiza),1.518474482,39.11050882,Tortonian,Western Mediterranean,Spain,corals
Portinaty (Ibiza),1.520448548,39.1102423,Tortonian,Western Mediterranean,Spain,corals
Potamida (Crete),24.6988,35.471828,pre-evaporitic Messinian,Eastern Mediterranean,Greece,bivalves
Potamida (Crete),24.6988,35.471828,pre-evaporitic Messinian,Eastern Mediterranean,Greece,fish
Potamida (Crete),24.6988,35.471828,pre-evaporitic Messinian,Eastern Mediterranean,Greece,ostracods
Potamida (Crete),24.6988,35.471828,pre-evaporitic Messinian,Eastern Mediterranean,Greece,planktic_foraminifera
Potamida (Crete),24.6988,35.471828,Tortonian,Eastern Mediterranean,Greece,bivalves
Potamida (Crete),24.6988,35.471828,Tortonian,Eastern Mediterranean,Greece,fish
Potamida (Crete),24.6988,35.471828,Tortonian,Eastern Mediterranean,Greece,ostracods
Potamida (Crete),24.6988,35.471828,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Potamida (Crete),24.6988,35.471828,Tortonian,Eastern Mediterranean,Greece,sharks
Potamos (Gavdos),24.0633173,34.85954221,Tortonian,Eastern Mediterranean,Greece,planktic_foraminifera
Priocca (Piedmont),8.062588953,44.78559439,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
Profitis Ilias (Crete),25.10111278,35.20709923,pre-evaporitic Messinian,Eastern Mediterranean,Greece,ostracods
Profitis Ilias (Crete),25.10111278,35.20709923,Tortonian,Eastern Mediterranean,Greece,gastropods
Psalida (Crete),24.95461517,35.0904734,Tortonian,Eastern Mediterranean,Greece,bivalves
Psalida (Crete),24.95461517,35.0904734,Tortonian,Eastern Mediterranean,Greece,corals
Psalida (Crete),24.95461517,35.0904734,Tortonian,Eastern Mediterranean,Greece,gastropods
Psalida (Crete),24.95461517,35.0904734,Tortonian,Eastern Mediterranean,Greece,marine_mammals
Puerto Lobo (Granada Basin),-3.533049073,37.23745134,Tortonian,Western Mediterranean,Spain,corals
Pugna (Tuscany),11.36910746,43.30677903,Zanclean,Western Mediterranean,Italy,marine_mammals
Purchena,-2.360344132,37.34726895,Tortonian,Western Mediterranean,Spain,corals
Puyricard (Bouches du Rhone),5.369751869,43.59570236,Tortonian,Western Mediterranean,France,corals
Quantara 1 well (Nile delta),30.25679823,30.8741223,pre-evaporitic Messinian,Eastern Mediterranean,Egypt,dinocysts
Quantara 1 well (Nile delta),30.25679823,30.8741223,Tortonian,Eastern Mediterranean,Egypt,dinocysts
Quantara 1 well (Nile delta),30.25679823,30.8741223,Zanclean,Eastern Mediterranean,Egypt,dinocysts
Quarata (Livorno),11.83005052,43.49765664,pre-evaporitic Messinian,Western Mediterranean,Italy,bivalves
Quarata (Livorno),11.83005052,43.49765664,pre-evaporitic Messinian,Western Mediterranean,Italy,gastropods
Quarata (Livorno),11.83005052,43.49765664,Tortonian,Western Mediterranean,Italy,bivalves
Quarata (Livorno),11.83005052,43.49765664,Tortonian,Western Mediterranean,Italy,corals
Quarata (Livorno),11.83005052,43.49765664,Tortonian,Western Mediterranean,Italy,gastropods
Quercecchi (Grosseto_Tuscany),11.00979628,43.46055634,Zanclean,Western Mediterranean,Italy,bivalves
Quercecchi (Grosseto_Tuscany),11.00979628,43.46055634,Zanclean,Western Mediterranean,Italy,gastropods
Racalmuto (Sicily),13.73252966,37.40901697,pre-evaporitic Messinian,Eastern Mediterranean,Italy,fish
Ragusa,14.72522245,36.92677913,pre-evaporitic Messinian,Eastern Mediterranean,Italy,ostracods
Ragusa,14.72522245,36.92677913,Tortonian,Eastern Mediterranean,Italy,ostracods
Ras El Barr-1 well (Nile delta),31.85,31.666667,Zanclean,Eastern Mediterranean,Egypt,nanoplankton
Ravin de la Vierge (Lower Chelif Basin),0.16028,36.009793,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Raz Al Ain (Chelif Basin),0.149808967,36.01465265,pre-evaporitic Messinian,Western Mediterranean,Algeria,fish
Reggio Calabre,15.64751123,38.11053468,Tortonian,Eastern Mediterranean,Italy,corals
Reggio Emilia,10.63036982,44.69916778,Zanclean,Po Plain-Northern Adriatic,Italy,sharks
Resuttano,14.02998479,37.67657218,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Resuttano,14.02998479,37.67657218,pre-evaporitic Messinian,Eastern Mediterranean,Italy,ostracods
Rhafnas (North Fes),-4.967519097,34.3714646,Tortonian,Western Mediterranean,Morocco,corals
Rhone Basin,5.693148308,45.62487538,Tortonian,Western Mediterranean,Italy,corals
Rhone Basin,5.693148308,45.62487538,Tortonian,Western Mediterranean,Italy,echinoids
Ribat Al Khayr (Meknes),-4.404917,33.807642,pre-evaporitic Messinian,Western Mediterranean,Morocco,corals
Riera du Bonet,2.028737773,41.40418839,Zanclean,Western Mediterranean,Spain,marine_mammals
Rio Chicamo,-0.991589634,38.26460897,Tortonian,Western Mediterranean,Italy,planktic_foraminifera
Rio di Bocca d'Asino (Piedmont),7.626405,44.596469,Tortonian,Po Plain-Northern Adriatic,Italy,gastropods
Rio di Bocca d'Asino (Piedmont),7.626405,44.596469,Tortonian,Po Plain-Northern Adriatic,Italy,scaphopod_chitons_cephalopods
Rio Guadalminar,5.017222,36.47,Zanclean,Western Mediterranean,Spain,ostracods
Rio Mazzapiedi,7.685008029,45.01914726,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
Rio Mazzapiedi,7.685008029,45.01914726,Tortonian,Po Plain-Northern Adriatic,Italy,ostracods
Rio Torsero (Savona),8.210884598,44.09262207,Zanclean,Western Mediterranean,Italy,fish
Rio Torsero (Savona),8.210884598,44.09262207,Zanclean,Western Mediterranean,Italy,gastropods
Rio Torsero (Savona),8.210884598,44.09262207,Zanclean,Western Mediterranean,Italy,marine_mammals
Rio Torsero (Savona),8.210884598,44.09262207,Zanclean,Western Mediterranean,Italy,ostracods
Riosto Bologna,11.3582212,44.37826274,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
Roaix (Buisson_Rhone delta),5.01323836,44.24470012,Tortonian,Western Mediterranean,France,ostracods
Rocca Limata (Sicily),13.93572933,37.10439892,Tortonian,Eastern Mediterranean,Italy,corals
Roccello Jonica-Capo Spartivento,8.845711079,38.87817139,Zanclean,Western Mediterranean,Italy,benthic_foraminifera
Roddi,7.973135837,44.67917291,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,fish
Rombiolo (Vibo Valentia),16.00324792,38.59734365,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Rome,12.50234407,41.90487579,Zanclean,Western Mediterranean,Italy,echinoids
Rometta (Sicily),15.4143163,38.17128354,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Rometta (Sicily),15.4143163,38.17128354,Tortonian,Eastern Mediterranean,Italy,corals
Rosignano (Livorno),10.47218439,43.40919662,pre-evaporitic Messinian,Western Mediterranean,Italy,corals
Rosignano (Livorno),10.47218439,43.40919662,Tortonian,Western Mediterranean,Italy,corals
Rosselo composite section (Sicily),13.20846148,38.12951759,Zanclean,Eastern Mediterranean,Italy,dinocysts
Ruffolo Val di Pugna (Siena),11.36915158,43.30691563,Zanclean,Western Mediterranean,Italy,marine_mammals
S. Ninfa (Sicily),12.8781458,37.77190572,Tortonian,Eastern Mediterranean,Italy,dinocysts
Sahabi,14.93226572,32.02028268,pre-evaporitic Messinian,Eastern Mediterranean,Libya,marine_mammals
Sahabi,14.93226572,32.02028268,Tortonian,Eastern Mediterranean,Libya,marine_mammals
Sahaouria (Lower Chelif Basin),-0.503748883,35.47591096,pre-evaporitic Messinian,Western Mediterranean,Algeria,bivalves
Sahel,4.463544852,36.60040227,Zanclean,Western Mediterranean,Algeria,ostracods
Saint Martin (Var),5.885761017,43.58851085,Zanclean,Western Mediterranean,France,dinocysts
Saint Michele en Chazine,3.875889348,43.68333613,Tortonian,Western Mediterranean,France,marine_mammals
Saint Pantaleon les Vignes (Rhone delta),5.044736747,44.39767922,Tortonian,Western Mediterranean,France,ostracods
Saint Sorlin (Isere_Rhone Basin),4.942258314,45.46748371,Tortonian,Western Mediterranean,France,corals
Sais Basin,-4.969532525,33.92436322,Tortonian,Western Mediterranean,Morocco,bivalves
Salaparuta,13.01032016,37.75845702,Zanclean,Eastern Mediterranean,Italy,ostracods
Salbas (Adana Basin),35.166667,37,pre-evaporitic Messinian,Eastern Mediterranean,Turkey,ostracods
Salbas (Adana Basin),35.166667,37,Tortonian,Eastern Mediterranean,Turkey,ostracods
Salemi (Sicily),13.254722,37.801111,pre-evaporitic Messinian,Eastern Mediterranean,Italy,corals
Salemi (Sicily),13.254722,37.801111,pre-evaporitic Messinian,Eastern Mediterranean,Italy,ostracods
Salento,17.85243318,40.43294232,Tortonian,Eastern Mediterranean,Italy,corals
Salento,17.85243318,40.43294232,Tortonian,Eastern Mediterranean,Italy,sharks
Salmour (Cuneo),7.792144975,44.57826977,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
San Anrea dei Bagni (Emilia Romagna),10.091232,44.720461,Zanclean,Po Plain-Northern Adriatic,Italy,marine_mammals
San Bartolomeo (Cagliari_Sardinia),9.145458184,39.19636726,Tortonian,Western Mediterranean,Italy,marine_mammals
San Cataldo (Lecce),18.30575725,40.38995964,Zanclean,Eastern Mediterranean,Italy,ostracods
San Giacomo (Piedmont),8.648533265,44.70175217,Zanclean,Po Plain-Northern Adriatic,Italy,gastropods
San Giovanni (Galilea),12.530556,43.863611,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
San Juan del Puerto Huelva,-5.895990279,37.03012097,Zanclean,Western Mediterranean,Spain,marine_mammals
San Luca,7.737236001,45.03262226,Zanclean,Po Plain-Northern Adriatic,Italy,ostracods
San Marino,12.45532256,43.94402587,pre-evaporitic Messinian,Po Plain-Northern Adriatic,San Marino,fish
San Marzano (Asti),8.296867495,44.75281723,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,gastropods
San Miguel de Salinas (Murcia),0.797222,37.990556,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
San Miguel de Salinas (Murcia),0.797222,37.990556,pre-evaporitic Messinian,Western Mediterranean,Spain,nanoplankton
San Miguel de Salinas (Murcia),0.797222,37.990556,Zanclean,Western Mediterranean,Spain,nanoplankton
San Onofre (Catalonia),3.160710541,42.31607514,pre-evaporitic Messinian,Western Mediterranean,Spain,dinocysts
San Onofre (Catalonia),3.160710541,42.31607514,Zanclean,Western Mediterranean,Spain,dinocysts
San Quirico d'Orcia (Tuscany),11.60514726,43.05821019,Zanclean,Western Mediterranean,Italy,marine_mammals
San Quirico d'Orcia (Tuscany),11.60514726,43.05821019,Zanclean,Western Mediterranean,Italy,sharks
San Ruffino,10.60996822,43.5619512,Zanclean,Western Mediterranean,Italy,echinoids
San Todaro,16.20749948,38.3363309,Zanclean,Eastern Mediterranean,Italy,ostracods
Sandal Mountain (Northern Erdemli),34.14310838,36.60663313,Tortonian,Eastern Mediterranean,Turkey,marine_mammals
Sangonera La Verde (Murcia),-1.207158515,37.92878442,Tortonian,Western Mediterranean,Spain,corals
Santa Domenica di Ricodi,15.86650135,38.62583504,Tortonian,Eastern Mediterranean,Italy,marine_mammals
Santa Margarita (Mallorca),3.103411345,39.70194333,Tortonian,Western Mediterranean,Spain,sharks
Santa Maria (Modena),10.79472752,44.62991412,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Santa Pola (Alicante),-0.561783562,38.19676291,pre-evaporitic Messinian,Western Mediterranean,Spain,corals
Sant'Agata (Piedmont),7.303655618,44.64427433,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,dinocysts
Sant'Agata (Piedmont),7.303655618,44.64427433,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,gastropods
Sant'Agata (Piedmont),7.303655618,44.64427433,pre-evaporitic Messinian,Po Plain-Northern Adriatic,Italy,ostracods
Sant'Agata (Piedmont),7.303655618,44.64427433,Tortonian,Po Plain-Northern Adriatic,Italy,bivalves
Sant'Agata (Piedmont),7.303655618,44.64427433,Tortonian,Po Plain-Northern Adriatic,Italy,corals
Sant'Agata (Piedmont),7.303655618,44.64427433,Tortonian,Po Plain-Northern Adriatic,Italy,dinocysts
Sant'Agata (Piedmont),7.303655618,44.64427433,Tortonian,Po Plain-Northern Adriatic,Italy,fish
